price,type,address,url,added_on,search_datetime,postcode,number_bedrooms
400000.0,3 bed terraced house for sale,"Knightswood Close, Edgware HA8",https://www.zoopla.co.uk/for-sale/details/58918711/,2021-06-16,"06:53PM on November 27, 2021",HA8,3.0
425000.0,2 bed end terrace house for sale,"Boleyn Way, Barnet, Hertfordshire EN5",https://www.zoopla.co.uk/for-sale/details/52058970/,2021-06-09,"05:30PM on November 28, 2021",EN5,2.0
425000.0,2 bed terraced house for sale,"Talgarth Walk, Kingsbury NW9",https://www.zoopla.co.uk/for-sale/details/58733012/,2021-05-27,"05:30PM on November 28, 2021",NW9,2.0
325000.0,1 bed property for sale,"Josiah Drive, Ickenham, Uxbridge, Greater London UB10",https://www.zoopla.co.uk/for-sale/details/58725687/,2021-05-26,"06:53PM on November 27, 2021",UB10,1.0
425000.0,3 bed end terrace house for sale,"Nursery Road, Pinner HA5",https://www.zoopla.co.uk/for-sale/details/52116025/,2021-05-25,"05:36PM on November 14, 2021",HA5,3.0
475000.0,3 bed terraced house for sale,"Exmouth Road, Ruislip HA4",https://www.zoopla.co.uk/for-sale/details/58680382/,2021-05-21,"05:24PM on November 26, 2021",HA4,3.0
425000.0,2 bed property for sale,"Biggs Court, 1 Harvey Close, Colindale NW9",https://www.zoopla.co.uk/for-sale/details/58660209/,2021-05-19,"06:53PM on November 27, 2021",NW9,2.0
320000.0,2 bed property for sale,"Livingstone Court, Christchurch Lane, Hadley Green EN5",https://www.zoopla.co.uk/for-sale/details/58627939/,2021-05-17,"06:53PM on November 27, 2021",EN5,2.0
399000.0,3 bed property for sale,"Western Parade, Long Lane, Hillingdon, Uxbridge UB10",https://www.zoopla.co.uk/for-sale/details/58587952/,2021-05-12,"05:36PM on November 14, 2021",UB10,3.0
399950.0,Property for sale,"Birnbeck Court, Finchley Road, London NW11",https://www.zoopla.co.uk/for-sale/details/58446144/,2021-04-29,"05:30PM on November 28, 2021",NW11,
450000.0,2 bed terraced house for sale,"Longman Close, Watford, Hertfordshire, Hertfordshire WD18",https://www.zoopla.co.uk/for-sale/details/58390260/,2021-04-23,"05:30PM on November 28, 2021",WD18,2.0
425000.0,2 bed terraced house for sale,"Greenford Road, Greenford HA1",https://www.zoopla.co.uk/for-sale/details/58322624/,2021-04-17,"05:30PM on November 28, 2021",HA1,2.0
339000.0,1 bed property for sale,"Watford Road, Northwood HA6",https://www.zoopla.co.uk/for-sale/details/58292596/,2021-04-14,"06:53PM on November 27, 2021",HA6,1.0
475000.0,3 bed terraced house for sale,"Lancaster Road, Northolt UB5",https://www.zoopla.co.uk/for-sale/details/56202860/,2021-04-12,"05:30PM on November 28, 2021",UB5,3.0
460000.0,2 bed terraced house for sale,"Bennett Close, Northwood HA6",https://www.zoopla.co.uk/for-sale/details/57660569/,2021-02-11,"05:31PM on November 14, 2021",HA6,2.0
460000.0,3 bed terraced house for sale,"Mostyn Road, Edgware, Greater London HA8",https://www.zoopla.co.uk/for-sale/details/57504622/,2021-01-25,"05:30PM on November 28, 2021",HA8,3.0
465000.0,2 bed end terrace house for sale,"Carmichael Close, Ruislip Gardens HA4",https://www.zoopla.co.uk/for-sale/details/57007313/,2020-11-21,"05:31PM on November 14, 2021",HA4,2.0
275000.0,1 bed property for sale,"Northwick Park Road, Harrow HA1",https://www.zoopla.co.uk/new-homes/details/56969269/,2020-11-17,"05:24PM on November 26, 2021",HA1,1.0
290000.0,1 bed terraced house for sale,"Bayshill Rise, Northolt, Middlesex UB5",https://www.zoopla.co.uk/for-sale/details/59065576/,2020-11-09,"05:30PM on November 28, 2021",UB5,1.0
325000.0,1 bed end terrace house for sale,"Winston House, 1A High Road, Ickenham, Uxbridge UB10",https://www.zoopla.co.uk/for-sale/details/59065542/,2020-11-09,"06:53PM on November 27, 2021",UB10,1.0
475000.0,3 bed terraced house for sale,"Bideford Road, Ruislip HA4",https://www.zoopla.co.uk/for-sale/details/56734401/,2020-10-27,"05:30PM on November 28, 2021",HA4,3.0
475000.0,2 bed terraced house for sale,"Bedser Drive, Greenford UB6",https://www.zoopla.co.uk/for-sale/details/56231249/,2020-09-14,"05:25PM on November 26, 2021",UB6,2.0
250000.0,2 bed property for sale,"Lychgate Court, 34 Friern Park, North Finchley N12",https://www.zoopla.co.uk/for-sale/details/56090604/,2020-09-01,"05:30PM on November 28, 2021",N12,2.0
299950.0,2 bed property for sale,"Farnham Close, London N20",https://www.zoopla.co.uk/for-sale/details/56042138/,2020-08-27,"05:30PM on November 28, 2021",N20,2.0
375000.0,2 bed property for sale,"Finchley Road, London NW11",https://www.zoopla.co.uk/for-sale/details/55970503/,2020-08-21,"05:30PM on November 28, 2021",NW11,2.0
475000.0,2 bed terraced house for sale,"Caulfield Gardens, Pinner, Middlesex HA5",https://www.zoopla.co.uk/for-sale/details/55971265/,2020-08-21,"05:30PM on November 28, 2021",HA5,2.0
300000.0,2 bed property for sale,"Livingstone Court, Christchurch Lane, Hadley Green EN5",https://www.zoopla.co.uk/for-sale/details/55070071/,2020-06-03,"05:30PM on November 28, 2021",EN5,2.0
